CustomerID,Gender,Age,Annual Income ($),Spending Score (1-100)
1027,Male,92,57032,75
1028,Male,93,88811,52
1029,Male,60,167420,38
1030,Male,38,101846,17
1031,Male,15,114061,87
1032,Male,74,147449,16
1033,Female,47,83043,76
1034,Female,96,168990,81
1035,Male,97,73867,65
1036,Female,35,165772,51
1037,Female,19,178217,38
1038,Male,60,162612,98
1039,Male,37,99872,53
1040,Female,49,142566,77
1041,Female,1,111424,80
1042,Male,43,187841,38
1043,Female,46,171921,50
1044,Female,65,115299,87
1045,Male,75,94129,27
1046,Male,40,172378,39
1047,Male,28,146597,31
1048,Female,78,64057,44
1049,Female,22,163585,49
1050,Male,6,93186,83
1051,Male,46,149764,1
1052,Male,17,116822,84
1053,Female,46,109346,37
1054,Female,72,111587,99
1055,Female,38,166644,66
1056,Female,50,181270,56
1057,Male,47,65207,81
1058,Female,72,112146,21
1059,Male,8,104953,57
1060,Female,34,139009,24
1061,Female,53,67916,82
1062,Female,82,99983,88
1063,Male,63,131122,40
1064,Female,58,173190,37
1065,Male,23,122712,21
1066,Female,80,55792,30
1067,Male,45,73892,45
1068,Female,30,78821,46
1069,Female,84,152475,12
1070,Male,45,152226,87
1071,Male,85,117679,18
1072,Male,23,146473,87
1073,Male,79,66051,75
1074,Male,47,162332,72
1075,Female,93,166018,71
1076,Female,95,67398,81
1077,Male,44,73760,70
1078,Male,95,167578,66
1079,Male,28,130267,45
1080,Male,91,94846,95
1081,Female,81,155396,1
1082,Female,90,138013,16
1083,Male,79,148286,77
1084,Female,6,101031,28
1085,Female,38,52884,24
1086,Male,87,153230,15
1087,Female,93,63261,13
1088,Male,44,90167,84
1089,Female,10,162076,78
1090,Female,84,53622,27
1091,Female,7,172913,94
1092,Female,41,94316,86
1093,Male,87,141383,3
1094,Female,33,67874,55
1095,Female,34,176554,62
1096,Female,53,135341,56
1097,Female,47,129019,57
1098,Male,53,107879,3
1099,Male,92,79531,4
1100,Male,89,63379,59
1101,Female,27,156258,54
1102,Male,70,67874,41
1103,Female,86,159964,57
1104,Female,99,103706,50
1105,Female,96,64713,84
1106,Female,65,90414,55
1107,Female,82,171100,34
1108,Male,36,187305,85
1109,Female,30,139758,46
1110,Female,96,91226,56
1111,Female,69,143928,30
1112,Female,34,92366,14
1113,Male,74,175041,25
1114,Male,97,147301,93
1115,Male,56,119296,49
1116,Female,30,126306,44
1117,Male,13,100647,49
1118,Female,95,168663,16
1119,Female,2,105391,42
1120,Female,78,175179,43
1121,Female,54,165019,12
1122,Female,85,68212,26
1123,Male,13,64572,71
1124,Female,85,92591,99
1125,Female,41,69730,97
1126,Female,25,156793,57
1127,Female,74,56848,41
1128,Male,8,148450,55
1129,Male,62,150619,32
1130,Male,52,100261,10
1131,Female,36,109895,56
1132,Male,11,152684,24
1133,Female,84,133765,83
1134,Female,99,57677,99
1135,Female,51,112358,27
1136,Female,57,73845,52
1137,Male,92,89531,42
1138,Male,29,118092,100
1139,Male,62,144242,49
1140,Female,43,140876,90
1141,Male,72,76888,26
1142,Female,28,116644,88
1143,Female,57,143021,3
1144,Female,86,145679,91
1145,Female,26,64398,7
1146,Female,13,104512,40
1147,Male,1,71564,68
1148,Female,89,122707,64
1149,Female,91,51733,96
1150,Female,67,138087,63
1151,Male,63,147278,51
1152,Female,90,187339,62
1153,Female,87,129972,97
1154,Female,89,151176,55
1155,Female,34,74358,60
1156,Male,89,83953,82
1157,Male,31,62925,24
1158,Male,55,65257,93
1159,Female,3,188557,4
1160,Male,64,163783,84
1161,Female,1,108342,97
1162,Female,20,155951,21
1163,Female,18,183071,29
1164,Female,83,124104,20
1165,Female,21,136747,3
1166,Male,19,189498,18
1167,Female,74,76149,48
1168,Female,44,185550,54
1169,Female,52,119567,19
1170,Female,14,79806,30
1171,Male,10,180774,66
1172,Female,80,90142,50
1173,Female,82,184481,84
1174,Female,32,66089,75
1175,Female,16,60044,83
1176,Male,61,52543,23
1177,Male,57,50429,23
1178,Male,95,178228,45
1179,Female,38,161130,98
1180,Male,70,87976,38
1181,Female,40,179150,91
1182,Female,92,163442,32
1183,Female,73,108159,18
1184,Female,62,73419,14
1185,Female,12,138425,78
1186,Male,65,54431,93
1187,Female,88,168437,81
1188,Female,55,71322,54
1189,Female,99,122548,14
1190,Female,20,141428,32
1191,Male,97,142214,32
1192,Female,93,62590,43
1193,Male,84,172523,83
1194,Female,16,157588,76
1195,Female,10,143313,57
1196,Female,59,119833,38
1197,Female,54,70803,35
1198,Male,82,139008,47
1199,Male,83,126669,53
1200,Male,87,122722,10
1201,Male,1,79800,47
1202,Male,89,100155,5
1203,Female,32,110846,49
1204,Female,1,106841,69
1205,Female,54,117181,66
1206,Female,56,86898,76
1207,Female,31,143241,81
1208,Female,26,146028,33
1209,Male,7,165287,65
1210,Female,60,132486,9
1211,Male,92,96424,74
1212,Female,93,151468,41
1213,Female,8,76561,79
1214,Female,81,125316,81
1215,Male,21,109373,22
1216,Male,96,135042,12
1217,Female,78,59784,81
1218,Male,86,140687,63
1219,Male,1,182927,55
1220,Female,62,175534,44
1221,Male,68,170957,6
1222,Male,70,81197,76
1223,Female,21,104888,8
1224,Male,74,184838,18
1225,Female,62,139588,66
1226,Male,22,126543,45
1227,Female,87,177260,45
1228,Male,44,156823,42
1229,Female,27,183201,52
1230,Female,95,84925,46
1231,Male,89,69719,47
1232,Female,41,61355,13
1233,Male,41,156014,49
1234,Male,21,184088,21
1235,Female,59,158372,98
1236,Female,64,135742,67
1237,Female,38,145704,82
1238,Female,70,157307,23
1239,Female,25,88064,73
1240,Female,3,167226,59
1241,Female,70,153821,8
1242,Male,29,170669,78
1243,Male,88,93555,13
1244,Female,20,101941,18
1245,Female,58,78795,44
1246,Female,70,55875,94
1247,Female,44,177513,81
1248,Female,87,100850,83
1249,Female,0,143082,63
1250,Female,96,85447,4
1251,Female,75,114213,33
1252,Male,14,161120,69
1253,Female,8,186682,86
1254,Male,58,105302,75
1255,Female,5,133400,47
1256,Male,70,56432,23
1257,Female,49,136467,72
1258,Male,60,189945,20
1259,Female,25,163966,48
1260,Male,47,52152,17
1261,Male,53,145720,62
1262,Male,24,188034,61
1263,Female,46,127911,3
1264,Female,70,174114,31
1265,Male,53,144489,10
1266,Male,63,77440,47
1267,Female,24,86119,44
1268,Female,5,100056,49
1269,Male,7,66686,50
1270,Female,71,74696,41
1271,Male,23,65641,50
1272,Female,0,61228,81
1273,Female,2,138529,87
1274,Female,72,152405,4
1275,Male,18,157757,84
1276,Male,11,166361,59
1277,Female,95,67227,30
1278,Male,20,161156,88
1279,Female,58,170647,70
1280,Female,67,161646,36
1281,Male,43,98016,18
1282,Male,36,50526,19
1283,Male,2,175208,43
1284,Female,35,97721,48
1285,Female,81,142013,81
1286,Male,84,166737,76
1287,Female,18,62651,13
1288,Female,54,179546,4
1289,Female,98,51866,81
1290,Female,75,86297,42
1291,Female,98,65031,23
1292,Male,94,69383,25
1293,Male,24,70733,63
1294,Female,47,187898,89
1295,Female,40,116001,55
1296,Male,68,87040,4
1297,Female,18,180956,74
1298,Female,83,115517,82
1299,Male,34,76979,46
1300,Male,81,50798,56
1301,Female,61,146350,43
1302,Female,77,81112,61
1303,Male,52,80605,20
1304,Male,40,171949,11
1305,Male,93,159006,26
1306,Female,45,177368,96
1307,Female,83,187643,3
1308,Male,23,93841,25
1309,Male,15,131061,92
1310,Male,79,146130,20
1311,Male,80,84471,79
1312,Female,35,144485,15
1313,Female,39,158638,78
1314,Male,4,96693,28
1315,Female,83,129507,93
1316,Female,94,114510,39
1317,Female,33,109396,17
1318,Female,12,149031,96
1319,Female,77,66256,13
1320,Female,48,118285,69
1321,Male,97,128723,58
1322,Female,28,178285,91
1323,Female,99,144176,74
1324,Male,27,82474,31
1325,Female,95,159010,84
1326,Female,6,76164,83
1327,Male,18,77873,49
1328,Male,42,53392,89
1329,Male,50,168898,41
1330,Male,86,128917,7
1331,Male,69,185067,49
1332,Male,23,132183,76
1333,Female,82,82060,46
1334,Female,97,133614,58
1335,Male,42,94844,64
1336,Female,75,76474,5
1337,Female,14,94655,9
1338,Male,3,60933,30
1339,Male,16,79257,82
1340,Female,45,125677,36
1341,Female,23,127971,56
1342,Male,38,76103,62
1343,Female,45,114741,96
1344,Female,82,157994,92
1345,Male,73,93786,44
1346,Male,36,75178,41
1347,Male,13,175267,81
1348,Female,96,99263,100
1349,Female,83,52590,3
1350,Male,33,170959,75
1351,Male,68,135076,60
1352,Male,88,167112,34
1353,Female,87,184639,12
1354,Female,88,172369,80
1355,Female,43,124256,67
1356,Female,64,89972,92
1357,Male,96,67799,42
1358,Female,72,176074,70
1359,Male,48,167517,27
1360,Female,64,77914,11
1361,Female,8,57605,81
1362,Female,52,86365,70
1363,Male,3,93883,39
1364,Female,44,131091,62
1365,Male,14,87222,14
1366,Female,50,117076,45
1367,Male,53,150925,1
1368,Female,31,149379,100
1369,Female,31,138644,94
1370,Male,97,148493,42
1371,Male,27,84658,66
1372,Male,2,111618,99
1373,Male,81,108759,60
1374,Male,64,186203,73
1375,Female,11,147258,59
1376,Female,78,132983,67
1377,Male,72,149092,39
1378,Male,36,163845,84
1379,Male,97,117777,67
1380,Male,88,131584,18
1381,Female,21,123904,91
1382,Female,62,89801,88
1383,Male,73,173466,57
1384,Female,34,55690,4
1385,Female,50,104467,72
1386,Male,39,100419,19
1387,Female,82,62951,47
1388,Male,39,118554,1
1389,Female,13,140673,49
1390,Female,68,75561,87
1391,Female,77,147306,50
1392,Female,35,111871,30
1393,Male,5,112884,43
1394,Female,47,121267,58
1395,Female,48,151519,93
1396,Female,34,105448,40
1397,Female,20,92048,91
1398,Male,61,99980,94
1399,Male,16,84003,68
1400,Male,2,110889,95
1401,Female,52,82478,95
1402,Male,99,139685,20
1403,Female,84,182374,62
1404,Female,58,119366,94
1405,Female,91,53788,57
1406,Female,1,90341,92
1407,Female,67,118348,94
1408,Male,56,137428,87
1409,Female,62,106982,53
1410,Female,12,98532,52
1411,Female,38,120825,24
1412,Female,51,58006,83
1413,Male,20,106941,73
1414,Male,43,129782,31
1415,Male,93,121513,90
1416,Female,54,79925,30
1417,Male,23,112089,74
1418,Female,1,138656,27
1419,Female,64,146794,90
1420,Female,55,75033,30
1421,Female,85,149969,78
1422,Female,20,124852,39
1423,Male,73,154837,42
1424,Female,53,145678,55
1425,Female,7,137354,89
1426,Female,50,136660,48
1427,Female,12,63334,99
1428,Male,37,62893,29
1429,Male,78,163514,89
1430,Male,29,145934,40
1431,Female,54,119223,58
1432,Male,89,127479,18
1433,Female,25,136146,98
1434,Female,14,76001,46
1435,Female,12,84885,24
1436,Female,18,82812,1
1437,Male,74,51260,43
1438,Male,21,159572,42
1439,Male,9,130186,88
1440,Female,49,176954,57
1441,Male,58,85908,99
1442,Female,16,75831,5
1443,Female,55,123045,56
1444,Female,31,161211,10
1445,Female,59,81702,27
1446,Female,25,173043,3
1447,Male,63,126380,90
1448,Female,60,128205,27
1449,Female,41,181355,73
1450,Female,84,97931,70
1451,Male,72,146432,25
1452,Female,97,125731,41
1453,Female,43,132701,70
1454,Female,63,116095,8
1455,Female,7,135773,42
1456,Male,54,136417,45
1457,Male,27,80783,82
1458,Male,28,182580,60
1459,Female,84,143567,48
1460,Male,71,85908,85
1461,Female,88,139806,99
1462,Female,75,77269,24
1463,Female,96,105968,65
1464,Female,83,125660,19
1465,Female,86,98444,76
1466,Male,60,179503,9
1467,Female,5,60575,14
1468,Female,65,75685,19
1469,Female,49,85374,45
1470,Female,78,128642,19
1471,Male,25,182292,78
1472,Female,5,124702,94
1473,Female,58,127833,2
1474,Female,80,178866,97
1475,Female,94,183643,51
1476,Male,62,113306,4
1477,Male,20,84008,77
1478,Male,85,85758,35
1479,Female,72,63128,45
1480,Male,95,70174,6
1481,Female,97,170133,42
1482,Female,25,165978,42
1483,Female,17,149727,78
1484,Female,19,147052,86
1485,Female,59,113389,79
1486,Male,30,111690,73
1487,Female,63,184830,60
1488,Female,23,91549,23
1489,Female,97,94629,17
1490,Female,97,167558,99
1491,Male,94,119189,57
1492,Female,28,96207,67
1493,Male,21,85339,6
1494,Female,25,111942,7
1495,Female,48,157003,45
1496,Female,53,117123,23
1497,Female,97,172747,76
1498,Male,33,157358,52
1499,Male,5,156655,20
1500,Male,72,166043,93
1501,Male,40,67768,15
1502,Male,34,171353,34
1503,Female,63,116971,76
1504,Female,85,97822,38
1505,Female,86,117203,83
1506,Female,63,88720,100
1507,Female,9,173233,18
1508,Female,76,139447,36
1509,Male,19,179269,93
1510,Female,84,136254,90
1511,Male,38,174594,56
1512,Female,1,100429,19
1513,Female,30,73107,48
1514,Female,86,98344,25
1515,Male,21,163509,21
1516,Male,15,116204,16
1517,Female,87,95853,53
1518,Male,40,156411,70
1519,Male,2,72889,36
1520,Female,63,106691,79
1521,Male,26,144832,42
1522,Male,29,132297,53
1523,Female,7,170345,3
1524,Male,28,157383,13
1525,Female,99,150782,18
1526,Male,69,143987,87
1527,Female,13,129659,59
1528,Male,73,104826,36
1529,Female,4,181471,59
1530,Female,42,152547,56
1531,Male,43,85347,9
1532,Female,79,122828,32
1533,Male,18,107794,17
1534,Male,39,152566,11
1535,Female,41,91715,99
1536,Female,60,99222,48
1537,Female,39,70280,99
1538,Female,90,70030,86
1539,Female,83,102083,24
1540,Female,92,166163,87
1541,Female,6,182871,27
1542,Male,50,187545,61
1543,Male,90,182910,86
1544,Female,13,174530,30
1545,Female,27,115438,37
1546,Female,93,93964,80
1547,Female,61,180341,75
1548,Female,91,107323,1
1549,Female,79,119435,55
1550,Female,80,68341,22
1551,Female,16,95365,60
1552,Male,4,131093,79
1553,Female,34,100621,3
1554,Male,10,116521,47
1555,Female,3,136316,88
1556,Male,96,172039,51
1557,Female,48,70844,22
1558,Male,25,100964,96
1559,Female,98,128037,39
1560,Male,84,97081,75
1561,Male,88,92247,47
1562,Male,86,129914,92
1563,Female,0,94014,53
1564,Female,56,138864,93
1565,Male,6,169299,46
1566,Male,2,119097,40
1567,Female,73,68161,23
1568,Female,38,181108,32
1569,Male,37,87764,59
1570,Female,41,102543,54
1571,Male,94,139417,13
1572,Female,57,81802,29
1573,Female,96,102788,51
1574,Female,59,163179,19
1575,Male,87,71318,22
1576,Male,55,63683,34
1577,Female,16,189689,37
1578,Male,82,121610,36
1579,Female,83,150682,25
1580,Female,96,124550,46
1581,Male,55,148875,99
1582,Male,6,107117,44
1583,Male,33,109223,43
1584,Female,0,120899,7
1585,Female,27,101948,31
1586,Male,72,143169,58
1587,Female,13,167619,4
1588,Female,19,181795,59
1589,Female,48,186445,41
1590,Female,58,102205,24
1591,Female,21,52326,69
1592,Male,91,82992,5
1593,Male,44,145520,55
1594,Female,80,104820,96
1595,Female,28,69025,79
1596,Male,74,164976,89
1597,Female,79,178576,51
1598,Female,42,72415,52
1599,Male,80,112146,24
1600,Male,8,144830,43
1601,Female,24,51661,79
1602,Female,71,152910,90
1603,Male,1,114556,64
1604,Male,0,143455,62
1605,Male,30,173096,92
1606,Female,52,121172,97
1607,Female,34,56492,15
1608,Male,64,156422,39
1609,Male,17,131863,94
1610,Male,71,118096,36
1611,Male,87,149685,30
1612,Female,68,89765,28
1613,Female,14,177701,49
1614,Male,24,64738,67
1615,Female,10,92734,28
1616,Female,53,146877,47
1617,Female,39,62935,60
1618,Female,16,67178,17
1619,Female,64,115754,35
1620,Female,41,186470,21
1621,Male,16,100939,34
1622,Female,94,86172,55
1623,Female,40,184222,17
1624,Male,81,71543,1
1625,Female,18,174836,63
1626,Female,78,130706,72
1627,Male,8,74407,100
1628,Male,64,130055,46
1629,Male,45,88707,81
1630,Male,99,162762,52
1631,Male,59,154821,77
1632,Male,53,57248,66
1633,Female,66,99902,54
1634,Female,1,165711,50
1635,Male,73,97455,55
1636,Female,34,93866,43
1637,Female,1,141307,17
1638,Male,73,172011,9
1639,Male,90,68138,18
1640,Female,32,123246,100
1641,Female,47,124194,32
1642,Male,15,188696,87
1643,Female,78,91213,84
1644,Female,83,166650,99
1645,Male,2,52727,60
1646,Male,75,126469,86
1647,Male,45,138775,17
1648,Female,49,68901,70
1649,Female,41,118621,7
1650,Male,34,109263,77
1651,Male,82,150012,83
1652,Male,37,133850,85
1653,Female,25,81640,95
1654,Female,52,133214,1
1655,Female,23,186723,42
1656,Female,96,92100,23
1657,Male,5,64484,10
1658,Female,47,69024,3
1659,Male,81,171194,55
1660,Female,4,183282,34
1661,Female,8,100099,74
1662,Female,35,164435,26
1663,Male,67,172407,60
1664,Female,9,84781,14
1665,Male,82,186130,61
1666,Female,2,56782,10
1667,Male,95,137206,4
1668,Female,9,146950,92
1669,Female,99,174275,4
1670,Male,96,97705,41
1671,Male,92,188984,69
1672,Male,24,119238,55
1673,Male,58,87923,19
1674,Male,15,128573,97
1675,Female,13,132374,96
1676,Female,51,135164,75
1677,Male,9,165194,10
1678,Male,0,126060,92
1679,Male,67,89366,55
1680,Male,58,95172,77
1681,Female,55,95975,49
1682,Female,52,165573,59
1683,Male,83,180887,59
1684,Female,83,142720,86
1685,Female,90,113460,54
1686,Male,87,110434,20
1687,Female,67,146016,38
1688,Male,81,101073,67
1689,Female,36,62617,10
1690,Female,51,96028,37
1691,Female,31,186334,37
1692,Female,57,163473,52
1693,Male,83,89819,59
1694,Female,51,69388,33
1695,Female,15,134748,76
1696,Female,18,149915,94
1697,Female,88,104098,48
1698,Male,70,80160,10
1699,Male,9,124125,91
1700,Male,6,170226,31
1701,Female,8,53306,98
1702,Male,55,103933,31
1703,Female,69,85401,10
1704,Female,18,53812,32
1705,Female,13,60771,50
1706,Female,69,56398,75
1707,Female,69,171118,91
1708,Male,69,79806,73
1709,Female,89,150187,35
1710,Female,45,129455,14
1711,Female,75,116813,72
1712,Female,54,95734,39
1713,Male,33,76654,48
1714,Male,67,86289,96
1715,Male,26,176147,19
1716,Female,5,142351,97
1717,Male,65,186673,51
1718,Female,94,131521,62
1719,Female,95,50223,15
1720,Female,48,74308,23
1721,Female,41,155881,22
1722,Female,92,168303,16
1723,Male,44,182748,58
1724,Female,35,52374,73
1725,Female,34,86154,17
1726,Female,52,163612,51
1727,Female,64,64756,17
1728,Male,62,185257,58
1729,Male,58,78669,75
1730,Male,15,164520,47
1731,Female,65,92135,49
1732,Male,20,103195,68
1733,Female,21,161663,36
1734,Female,79,57039,34
1735,Female,91,54754,4
1736,Female,92,136531,76
1737,Male,62,120838,79
1738,Male,94,127927,48
1739,Male,10,164214,77
1740,Female,53,145498,66
1741,Male,7,129215,69
1742,Female,92,152429,76
1743,Female,12,89252,31
1744,Female,31,147447,23
1745,Female,93,74467,33
1746,Female,66,127410,37
1747,Male,49,91290,44
1748,Female,64,92812,97
1749,Female,27,170166,18
1750,Female,33,150823,75
1751,Male,79,95839,30
1752,Female,14,60175,60
1753,Female,22,153024,91
1754,Female,8,116858,67
1755,Female,6,122961,47
1756,Male,81,141471,45
1757,Male,69,76155,14
1758,Male,0,108169,24
1759,Female,61,139520,39
1760,Male,62,182631,52
1761,Female,95,177134,78
1762,Female,32,181703,54
1763,Female,13,61917,16
1764,Female,1,140648,36
1765,Female,63,176783,40
1766,Male,75,59741,67
1767,Female,43,156567,89
1768,Female,29,110309,21
1769,Female,82,111077,55
1770,Female,87,170333,96
1771,Male,66,183339,39
1772,Female,99,84167,46
1773,Female,54,184815,50
1774,Female,49,122556,74
1775,Female,60,174768,66
1776,Male,75,172309,82
1777,Male,77,117920,4
1778,Male,34,134882,61
1779,Female,63,77259,11
1780,Male,38,170019,38
1781,Female,68,176884,94
1782,Female,80,106709,93
1783,Female,8,168723,31
1784,Female,86,90228,68
1785,Female,1,89473,85
1786,Male,56,131911,42
1787,Female,14,140107,63
1788,Female,4,170403,44
1789,Female,58,51416,46
1790,Female,6,52648,2
1791,Male,17,125471,48
1792,Female,55,106153,62
1793,Male,14,124785,28
1794,Female,22,101474,14
1795,Female,8,141359,65
1796,Female,70,57596,96
1797,Female,67,78489,81
1798,Male,50,112957,71
1799,Male,72,82377,37
1800,Male,76,82315,53
1801,Male,80,93253,51
1802,Male,20,189650,60
1803,Female,89,114858,53
1804,Female,18,62151,18
1805,Female,75,135159,12
1806,Female,5,126263,55
1807,Female,79,123064,41
1808,Female,31,181773,40
1809,Male,92,171794,65
1810,Female,15,156339,27
1811,Male,94,65483,84
1812,Female,35,145654,22
1813,Female,68,91609,43
1814,Female,29,53002,73
1815,Male,87,115699,61
1816,Male,33,149609,44
1817,Female,29,165254,7
1818,Male,43,50418,49
1819,Male,43,103531,90
1820,Female,66,184060,98
1821,Male,23,75961,70
1822,Male,87,174163,28
1823,Female,81,105255,54
1824,Male,42,51860,4
1825,Female,32,185218,83
1826,Male,7,189709,18
1827,Female,91,134665,66
1828,Male,95,91352,9
1829,Female,10,154623,21
1830,Female,20,113767,88
1831,Male,5,160469,61
1832,Female,84,99418,27
1833,Male,54,56215,34
1834,Male,12,55639,63
1835,Female,90,62504,99
1836,Female,19,151382,38
1837,Female,91,156574,96
1838,Female,90,60998,35
1839,Female,60,108509,36
1840,Female,68,85540,49
1841,Female,43,73915,47
1842,Male,52,148901,77
1843,Male,81,152602,91
1844,Female,54,58999,22
1845,Female,43,133740,37
1846,Female,20,113217,41
1847,Female,71,60209,46
1848,Female,26,145491,72
1849,Female,75,61393,65
1850,Female,52,133252,55
1851,Female,40,187234,14
1852,Male,5,145563,60
1853,Female,46,165810,38
1854,Male,98,125181,30
1855,Female,84,56809,96
1856,Male,35,69419,68
1857,Female,78,70689,54
1858,Male,64,55011,53
1859,Female,98,87955,79
1860,Male,66,153660,24
1861,Male,32,104494,28
1862,Male,22,184443,44
1863,Female,17,150778,35
1864,Female,22,88729,81
1865,Male,9,151902,18
1866,Male,24,51604,4
1867,Female,8,157316,75
1868,Female,52,125508,15
1869,Male,62,186157,54
1870,Female,37,169381,45
1871,Male,68,110195,47
1872,Female,63,81199,80
1873,Female,15,58459,67
1874,Female,44,173682,89
1875,Male,18,162983,16
1876,Male,30,94480,1
1877,Female,69,168710,80
1878,Male,16,150193,83
1879,Female,71,91823,74
1880,Female,24,173091,24
1881,Male,57,102692,94
1882,Male,97,156812,77
1883,Male,68,51468,48
1884,Female,11,114071,37
1885,Female,63,155638,81
1886,Male,68,129971,61
1887,Female,69,104160,77
1888,Female,77,124995,66
1889,Female,73,180437,50
1890,Female,19,134644,96
1891,Female,1,130089,67
1892,Male,71,149318,27
1893,Male,6,125591,79
1894,Female,68,173047,17
1895,Female,39,61298,91
1896,Male,75,132993,55
1897,Female,65,72313,36
1898,Female,30,84885,9
1899,Male,46,126228,95
1900,Male,40,51199,29
1901,Female,40,54631,70
1902,Female,20,131810,16
1903,Male,88,138482,59
1904,Male,85,74081,87
1905,Male,94,112426,54
1906,Female,52,164038,53
1907,Female,68,53552,97
1908,Male,15,142147,78
1909,Male,4,180324,41
1910,Male,59,149067,78
1911,Male,32,184408,38
1912,Female,8,59116,45
1913,Female,92,174786,94
1914,Male,9,71076,2
1915,Female,41,56837,4
1916,Female,18,134752,47
1917,Female,78,112887,80
1918,Female,0,73128,74
1919,Female,11,152765,17
1920,Female,36,140637,19
1921,Male,46,137973,50
1922,Female,95,126791,34
1923,Female,97,75125,89
1924,Male,2,101718,11
1925,Female,94,69654,30
1926,Female,0,105935,46
1927,Male,3,74607,69
1928,Male,77,151985,29
1929,Male,70,76892,64
1930,Male,58,87602,25
1931,Male,72,182317,46
1932,Male,90,158280,92
1933,Female,23,59905,79
1934,Female,87,128153,42
1935,Male,64,142612,58
1936,Female,15,180163,9
1937,Female,14,68009,17
1938,Male,54,166183,65
1939,Male,76,132537,44
1940,Female,76,146308,49
1941,Female,52,63454,38
1942,Male,96,110519,6
1943,Female,55,66728,50
1944,Female,54,170638,64
1945,Male,19,129635,100
1946,Male,29,133587,74
1947,Male,96,126225,47
1948,Female,20,148776,21
1949,Female,91,142602,64
1950,Male,37,102413,38
1951,Male,42,68765,69
1952,Male,1,57522,75
1953,Female,58,149237,80
1954,Female,42,184844,24
1955,Female,48,131656,45
1956,Female,11,181026,39
1957,Male,59,101698,87
1958,Female,45,152560,32
1959,Male,73,142502,97
1960,Female,85,155432,21
1961,Female,70,108544,49
1962,Female,52,106530,46
1963,Male,70,124359,51
1964,Female,88,146970,90
1965,Male,61,182176,96
1966,Female,46,114435,34
1967,Male,65,134213,32
1968,Female,84,115580,73
1969,Female,76,124034,88
1970,Male,31,67894,42
1971,Male,55,107099,89
1972,Male,45,140263,88
1973,Male,98,104249,12
1974,Male,40,168821,36
1975,Female,14,153145,59
1976,Female,41,128960,43
1977,Male,60,127438,82
1978,Male,60,125968,100
1979,Male,84,104589,85
1980,Male,0,165321,93
1981,Female,10,86925,76
1982,Female,62,149797,19
1983,Male,33,137094,68
1984,Female,52,55395,41
1985,Female,2,153622,51
1986,Male,27,74050,44
1987,Female,4,68094,61
1988,Male,63,59244,80
1989,Female,54,118944,77
1990,Female,47,75293,55
1991,Female,30,166983,69
1992,Female,97,129444,96
1993,Male,94,181183,24
1994,Female,64,175254,100
1995,Female,19,54121,89
1996,Female,71,184387,40
1997,Female,91,73158,32
1998,Male,87,90961,14
1999,Male,77,182109,4
2000,Male,90,110610,52
